department,semester,attendance,weekly_study_time,study_style,topic_clarity,sleep_duration,stress_frequency,weekly_responsibilities,desired_department_match,distraction_frequency,study_environment,support_level,kuet_satisfaction,career_expectation,routine_manageability,current_cgpa_band
CSE,S4,pct_90_plus,h_7_10,regular_not_daily,most,h_7_8,rarely,none,exact,never,mostly_suitable,strong,neutral,mostly,average,C2_3_50_to_3_74
MSE,S7,pct_90_plus,h_7_10,occasional,a_little,lt_5h,often,none,somewhat_different,almost_every_day,mostly_suitable,good,satisfied,mostly,mostly_manageable,C3_3_75_plus
MSE,S7,pct_40_59,h_3_6,exam_only,a_little,lt_5h,often,h_1_5,not_at_all,almost_every_day,neutral,good,dissatisfied,slightly,average,C2_3_50_to_3_74
MSE,S7,pct_90_plus,h_7_10,mostly_consistent,most,h_6_7,often,h_6_10,mostly_different,sometimes,somewhat_distracting,very_little,satisfied,slightly,average,C1_3_20_to_3_49
MSE,S7,pct_60_74,h_7_10,exam_only,almost_nothing,lt_5h,almost_always,h_1_5,close,almost_every_day,excellent,none,dissatisfied,slightly,average,C2_3_50_to_3_74
CSE,S3,pct_75_89,lt_3h,occasional,most,h_5_6,sometimes,h_6_10,exact,sometimes,excellent,some,neutral,somewhat,unmanageable,C1_3_20_to_3_49
CSE,S3,pct_90_plus,h_7_10,regular_not_daily,a_little,h_6_7,sometimes,none,exact,sometimes,neutral,none,neutral,not_at_all,average,C0_below_3_20
CSE,S3,pct_75_89,lt_3h,occasional,about_half,h_5_6,rarely,h_6_10,exact,almost_every_day,somewhat_distracting,good,satisfied,somewhat,average,C1_3_20_to_3_49
CSE,S3,pct_90_plus,lt_3h,exam_only,almost_nothing,h_6_7,never,h_1_5,not_at_all,almost_every_day,mostly_suitable,very_little,neutral,not_at_all,average,C1_3_20_to_3_49
CSE,S3,pct_75_89,h_7_10,mostly_consistent,a_little,h_5_6,sometimes,h_6_10,exact,sometimes,somewhat_distracting,none,neutral,not_at_all,difficult,C0_below_3_20
CSE,S3,pct_90_plus,h_11_15,regular_not_daily,about_half,h_5_6,sometimes,h_11_15,exact,sometimes,neutral,strong,neutral,mostly,average,C1_3_20_to_3_49
CSE,S1,pct_90_plus,h_11_15,regular_not_daily,most,h_7_8,sometimes,h_11_15,exact,rarely,mostly_suitable,strong,satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
CSE,S1,pct_90_plus,lt_3h,occasional,about_half,h_6_7,sometimes,gt_15h,exact,sometimes,mostly_suitable,good,satisfied,slightly,average,C1_3_20_to_3_49
CSE,S1,pct_75_89,h_7_10,exam_only,about_half,lt_5h,often,h_6_10,exact,often,neutral,some,neutral,somewhat,average,C2_3_50_to_3_74
CSE,S1,pct_75_89,h_3_6,exam_only,a_little,lt_5h,rarely,h_1_5,close,sometimes,very_distracting,some,neutral,somewhat,average,C0_below_3_20
CSE,S1,pct_90_plus,h_7_10,exam_only,a_little,h_5_6,sometimes,h_1_5,exact,often,mostly_suitable,some,neutral,somewhat,average,C3_3_75_plus
CSE,S1,pct_75_89,h_3_6,regular_not_daily,about_half,h_6_7,often,h_1_5,close,sometimes,somewhat_distracting,some,neutral,mostly,mostly_manageable,C1_3_20_to_3_49
CSE,S1,pct_90_plus,h_3_6,mostly_consistent,a_little,h_7_8,often,h_11_15,exact,almost_every_day,somewhat_distracting,good,satisfied,somewhat,average,C3_3_75_plus
CSE,S3,pct_60_74,h_3_6,regular_not_daily,about_half,h_5_6,often,h_1_5,exact,sometimes,mostly_suitable,strong,satisfied,mostly,mostly_manageable,C0_below_3_20
CSE,S3,pct_60_74,h_7_10,occasional,a_little,h_6_7,often,h_6_10,exact,often,excellent,none,satisfied,mostly,unmanageable,C0_below_3_20
CSE,S7,pct_90_plus,h_3_6,exam_only,most,h_5_6,often,h_1_5,exact,sometimes,mostly_suitable,good,satisfied,completely,difficult,C2_3_50_to_3_74
CSE,S7,pct_75_89,h_3_6,occasional,about_half,h_7_8,often,none,close,sometimes,somewhat_distracting,some,neutral,somewhat,difficult,C0_below_3_20
CSE,S3,pct_75_89,h_11_15,exam_only,a_little,h_5_6,rarely,h_6_10,exact,often,neutral,good,satisfied,somewhat,unmanageable,C1_3_20_to_3_49
CSE,S7,pct_90_plus,h_3_6,exam_only,almost_nothing,h_7_8,often,h_1_5,close,sometimes,mostly_suitable,good,neutral,slightly,unmanageable,C1_3_20_to_3_49
CSE,S3,pct_75_89,h_3_6,exam_only,about_half,h_5_6,sometimes,h_1_5,exact,almost_every_day,neutral,good,neutral,slightly,average,C2_3_50_to_3_74
CSE,S3,pct_90_plus,h_3_6,exam_only,?,h_6_7,often,none,exact,often,neutral,good,satisfied,somewhat,mostly_manageable,C2_3_50_to_3_74
?,S1,pct_75_89,h_7_10,regular_not_daily,about_half,h_6_7,often,h_6_10,not_at_all,sometimes,mostly_suitable,some,dissatisfied,somewhat,average,C1_3_20_to_3_49
CSE,S1,pct_60_74,lt_3h,exam_only,almost_nothing,gt_8h,often,none,close,almost_every_day,mostly_suitable,very_little,dissatisfied,slightly,unmanageable,C0_below_3_20
CSE,S3,pct_40_59,h_3_6,occasional,almost_nothing,h_7_8,often,none,not_at_all,often,mostly_suitable,none,very_dissatisfied,not_at_all,unmanageable,C1_3_20_to_3_49
CSE,S1,pct_90_plus,lt_3h,exam_only,a_little,h_5_6,almost_always,none,somewhat_different,sometimes,neutral,very_little,dissatisfied,not_at_all,average,C2_3_50_to_3_74
CSE,S3,pct_90_plus,h_7_10,regular_not_daily,a_little,h_5_6,often,none,close,often,very_distracting,good,neutral,slightly,average,C3_3_75_plus
CSE,S2,pct_90_plus,h_7_10,regular_not_daily,about_half,lt_5h,sometimes,h_1_5,exact,often,somewhat_distracting,good,neutral,mostly,average,C3_3_75_plus
CSE,S1,pct_90_plus,gt_15h,mostly_consistent,a_little,lt_5h,often,none,exact,sometimes,excellent,some,satisfied,somewhat,average,C3_3_75_plus
MSE,S7,pct_75_89,h_7_10,exam_only,about_half,h_5_6,sometimes,h_1_5,close,often,neutral,some,satisfied,slightly,average,C1_3_20_to_3_49
CSE,S1,pct_90_plus,h_3_6,consistent_all_semester,about_half,h_6_7,sometimes,none,exact,sometimes,neutral,good,satisfied,somewhat,average,C3_3_75_plus
CSE,S1,pct_90_plus,h_3_6,regular_not_daily,a_little,h_5_6,often,h_1_5,exact,sometimes,neutral,good,neutral,somewhat,average,C1_3_20_to_3_49
CSE,S1,pct_75_89,h_7_10,occasional,about_half,h_7_8,often,h_1_5,exact,sometimes,excellent,strong,very_satisfied,mostly,average,C1_3_20_to_3_49
CSE,S1,pct_75_89,h_11_15,regular_not_daily,about_half,h_7_8,often,h_1_5,close,often,mostly_suitable,some,satisfied,somewhat,average,C2_3_50_to_3_74
CSE,S1,pct_90_plus,h_3_6,consistent_all_semester,a_little,h_5_6,never,none,somewhat_different,often,neutral,very_little,very_satisfied,mostly,average,C0_below_3_20
CSE,S7,pct_75_89,h_3_6,occasional,about_half,gt_8h,rarely,h_1_5,somewhat_different,sometimes,mostly_suitable,good,very_dissatisfied,completely,unmanageable,C2_3_50_to_3_74
CSE,S1,pct_75_89,gt_15h,regular_not_daily,about_half,h_5_6,often,h_1_5,exact,almost_every_day,mostly_suitable,good,satisfied,somewhat,mostly_manageable,C2_3_50_to_3_74
CSE,S1,pct_90_plus,h_11_15,mostly_consistent,about_half,h_5_6,often,h_1_5,exact,sometimes,mostly_suitable,good,satisfied,somewhat,average,C3_3_75_plus
ME,S7,pct_60_74,h_7_10,mostly_consistent,almost_nothing,lt_5h,rarely,gt_15h,exact,often,mostly_suitable,good,neutral,completely,mostly_manageable,C2_3_50_to_3_74
CSE,S1,pct_75_89,h_11_15,regular_not_daily,a_little,lt_5h,often,none,exact,almost_every_day,neutral,strong,dissatisfied,not_at_all,unmanageable,C3_3_75_plus
CSE,S1,pct_90_plus,h_11_15,occasional,a_little,h_6_7,often,h_6_10,close,sometimes,mostly_suitable,good,satisfied,mostly,average,C2_3_50_to_3_74
CE,S7,pct_60_74,h_11_15,exam_only,almost_nothing,gt_8h,often,h_6_10,exact,never,excellent,strong,very_dissatisfied,completely,healthy_balanced,C3_3_75_plus
CSE,S1,pct_90_plus,h_3_6,regular_not_daily,most,h_6_7,almost_always,h_1_5,somewhat_different,almost_every_day,somewhat_distracting,good,neutral,mostly,unmanageable,C2_3_50_to_3_74
TE,S7,pct_60_74,h_3_6,occasional,almost_nothing,gt_8h,almost_always,h_11_15,mostly_different,often,excellent,strong,very_dissatisfied,completely,average,C2_3_50_to_3_74
CSE,S7,pct_75_89,h_3_6,exam_only,almost_nothing,h_5_6,rarely,h_1_5,somewhat_different,rarely,somewhat_distracting,none,neutral,somewhat,unmanageable,C0_below_3_20
CSE,S1,pct_90_plus,h_7_10,consistent_all_semester,most,h_5_6,sometimes,none,exact,often,excellent,good,very_satisfied,mostly,average,C2_3_50_to_3_74
CSE,S1,pct_90_plus,h_7_10,occasional,a_little,h_5_6,often,gt_15h,exact,sometimes,mostly_suitable,none,dissatisfied,somewhat,difficult,C3_3_75_plus
CSE,S1,pct_60_74,lt_3h,occasional,almost_nothing,h_6_7,sometimes,none,exact,almost_every_day,mostly_suitable,some,neutral,somewhat,difficult,C3_3_75_plus
IEM,S7,pct_90_plus,h_7_10,consistent_all_semester,almost_nothing,h_7_8,sometimes,h_6_10,somewhat_different,almost_every_day,somewhat_distracting,good,very_dissatisfied,somewhat,difficult,C2_3_50_to_3_74
ME,S7,pct_90_plus,h_11_15,exam_only,almost_everything,gt_8h,rarely,h_6_10,exact,never,excellent,good,very_dissatisfied,somewhat,average,C0_below_3_20
CSE,S1,pct_90_plus,h_7_10,occasional,most,h_5_6,sometimes,h_1_5,exact,almost_every_day,mostly_suitable,some,satisfied,mostly,mostly_manageable,C3_3_75_plus
IEM,S7,pct_75_89,h_3_6,occasional,about_half,h_7_8,sometimes,none,not_at_all,never,neutral,none,very_dissatisfied,not_at_all,average,C1_3_20_to_3_49
ChE,S7,pct_75_89,h_11_15,regular_not_daily,almost_nothing,h_6_7,rarely,h_1_5,somewhat_different,sometimes,somewhat_distracting,good,very_dissatisfied,slightly,healthy_balanced,C3_3_75_plus
ME,S7,pct_75_89,h_7_10,mostly_consistent,most,h_5_6,never,h_1_5,mostly_different,never,very_distracting,none,neutral,completely,difficult,C2_3_50_to_3_74
CSE,S7,pct_60_74,gt_15h,exam_only,almost_nothing,gt_8h,never,h_6_10,mostly_different,almost_every_day,very_distracting,none,very_dissatisfied,mostly,average,C1_3_20_to_3_49
TE,S7,pct_90_plus,gt_15h,occasional,almost_nothing,h_7_8,rarely,h_1_5,mostly_different,rarely,very_distracting,strong,very_satisfied,slightly,unmanageable,C2_3_50_to_3_74
CE,S7,pct_75_89,h_7_10,mostly_consistent,about_half,gt_8h,rarely,gt_15h,not_at_all,rarely,mostly_suitable,very_little,very_dissatisfied,completely,unmanageable,C0_below_3_20
CSE,S7,pct_60_74,lt_3h,exam_only,almost_everything,h_7_8,sometimes,h_1_5,close,sometimes,excellent,strong,very_dissatisfied,not_at_all,average,C2_3_50_to_3_74
CSE,S1,pct_75_89,h_11_15,consistent_all_semester,about_half,h_5_6,sometimes,none,close,sometimes,mostly_suitable,some,satisfied,mostly,average,C2_3_50_to_3_74
BME,S7,pct_60_74,h_7_10,occasional,almost_nothing,h_5_6,often,gt_15h,mostly_different,sometimes,excellent,good,neutral,mostly,average,C2_3_50_to_3_74
CSE,S7,pct_75_89,lt_3h,occasional,almost_nothing,gt_8h,rarely,h_1_5,not_at_all,often,very_distracting,good,very_satisfied,somewhat,average,C0_below_3_20
BME,S7,pct_90_plus,h_7_10,regular_not_daily,most,h_5_6,sometimes,gt_15h,mostly_different,sometimes,somewhat_distracting,some,very_dissatisfied,completely,average,C1_3_20_to_3_49
ChE,S7,pct_90_plus,lt_3h,occasional,about_half,h_5_6,rarely,none,not_at_all,rarely,mostly_suitable,very_little,very_satisfied,completely,healthy_balanced,C2_3_50_to_3_74
CSE,S1,pct_60_74,h_7_10,exam_only,almost_nothing,h_6_7,sometimes,h_1_5,exact,almost_every_day,mostly_suitable,strong,satisfied,somewhat,difficult,C1_3_20_to_3_49
CE,S7,pct_60_74,lt_3h,consistent_all_semester,about_half,gt_8h,almost_always,gt_15h,close,almost_every_day,very_distracting,good,very_dissatisfied,somewhat,unmanageable,C2_3_50_to_3_74
IEM,S7,pct_60_74,h_11_15,mostly_consistent,almost_nothing,h_6_7,often,h_6_10,not_at_all,rarely,somewhat_distracting,some,very_dissatisfied,completely,average,C1_3_20_to_3_49
CSE,S7,pct_75_89,h_3_6,occasional,almost_nothing,h_7_8,never,gt_15h,mostly_different,sometimes,neutral,strong,very_dissatisfied,not_at_all,difficult,C3_3_75_plus
ME,S7,pct_90_plus,gt_15h,consistent_all_semester,a_little,h_5_6,never,gt_15h,mostly_different,often,neutral,good,very_dissatisfied,somewhat,average,C1_3_20_to_3_49
TE,S7,pct_60_74,lt_3h,occasional,almost_everything,h_6_7,rarely,h_6_10,close,never,very_distracting,strong,very_dissatisfied,slightly,average,C0_below_3_20
IEM,S7,pct_60_74,gt_15h,regular_not_daily,almost_nothing,h_6_7,rarely,h_6_10,exact,rarely,very_distracting,strong,very_dissatisfied,mostly,healthy_balanced,C0_below_3_20
CSE,S7,pct_90_plus,h_11_15,exam_only,almost_nothing,h_6_7,sometimes,h_11_15,somewhat_different,often,mostly_suitable,some,very_dissatisfied,completely,average,C0_below_3_20
CSE,S3,pct_75_89,h_3_6,occasional,about_half,lt_5h,often,none,exact,often,excellent,very_little,satisfied,not_at_all,difficult,C0_below_3_20
?,S1,pct_90_plus,h_3_6,exam_only,about_half,h_7_8,often,none,exact,sometimes,neutral,strong,neutral,slightly,?,C1_3_20_to_3_49
CSE,S1,pct_90_plus,h_7_10,regular_not_daily,almost_nothing,h_5_6,often,h_1_5,exact,sometimes,mostly_suitable,good,neutral,somewhat,average,C1_3_20_to_3_49
CSE,S1,pct_75_89,gt_15h,exam_only,about_half,lt_5h,almost_always,h_6_10,exact,almost_every_day,mostly_suitable,very_little,neutral,slightly,difficult,C2_3_50_to_3_74
CSE,S1,pct_90_plus,lt_3h,exam_only,a_little,lt_5h,almost_always,gt_15h,exact,often,mostly_suitable,none,neutral,mostly,unmanageable,C3_3_75_plus
CSE,S2,pct_75_89,lt_3h,exam_only,almost_nothing,lt_5h,almost_always,h_11_15,exact,almost_every_day,mostly_suitable,none,very_dissatisfied,somewhat,unmanageable,C3_3_75_plus
CSE,S1,pct_75_89,h_3_6,mostly_consistent,most,lt_5h,sometimes,h_1_5,exact,sometimes,excellent,good,satisfied,mostly,average,C0_below_3_20
CSE,S1,pct_75_89,h_7_10,regular_not_daily,almost_nothing,h_7_8,sometimes,none,not_at_all,almost_every_day,mostly_suitable,none,satisfied,somewhat,average,C1_3_20_to_3_49
CSE,S1,pct_60_74,gt_15h,exam_only,a_little,h_5_6,almost_always,h_1_5,exact,sometimes,mostly_suitable,very_little,neutral,not_at_all,difficult,C2_3_50_to_3_74
CSE,S1,pct_90_plus,h_7_10,regular_not_daily,most,h_6_7,sometimes,none,exact,rarely,excellent,strong,satisfied,slightly,mostly_manageable,C1_3_20_to_3_49
?,S7,pct_75_89,h_7_10,occasional,about_half,h_5_6,rarely,h_11_15,exact,never,excellent,none,very_satisfied,completely,mostly_manageable,C2_3_50_to_3_74
CSE,S1,pct_90_plus,lt_3h,regular_not_daily,about_half,h_6_7,rarely,h_1_5,exact,often,somewhat_distracting,very_little,satisfied,mostly,difficult,C1_3_20_to_3_49
CSE,S1,pct_75_89,lt_3h,exam_only,about_half,h_6_7,sometimes,h_11_15,mostly_different,almost_every_day,mostly_suitable,strong,satisfied,somewhat,unmanageable,C0_below_3_20
CSE,S7,pct_75_89,h_3_6,occasional,about_half,h_5_6,rarely,h_1_5,exact,often,neutral,good,satisfied,mostly,difficult,C1_3_20_to_3_49
CSE,S5,pct_90_plus,h_11_15,regular_not_daily,most,h_6_7,rarely,h_6_10,exact,rarely,neutral,good,satisfied,mostly,average,C2_3_50_to_3_74
CSE,S7,pct_60_74,h_3_6,exam_only,about_half,h_5_6,sometimes,h_6_10,exact,often,mostly_suitable,very_little,neutral,slightly,difficult,C0_below_3_20
CSE,S1,pct_90_plus,h_3_6,regular_not_daily,almost_nothing,h_6_7,sometimes,none,exact,often,neutral,some,very_dissatisfied,slightly,average,C2_3_50_to_3_74
EEE,S3,pct_90_plus,gt_15h,mostly_consistent,most,h_7_8,sometimes,h_1_5,exact,rarely,mostly_suitable,good,very_satisfied,completely,mostly_manageable,C3_3_75_plus
EEE,S5,pct_60_74,h_3_6,occasional,most,lt_5h,never,h_6_10,close,sometimes,neutral,some,neutral,somewhat,average,C2_3_50_to_3_74
CSE,S2,pct_90_plus,h_7_10,regular_not_daily,about_half,h_7_8,never,none,somewhat_different,sometimes,mostly_suitable,some,neutral,somewhat,average,C1_3_20_to_3_49
CSE,S1,pct_75_89,h_3_6,consistent_all_semester,about_half,h_5_6,sometimes,h_1_5,exact,sometimes,mostly_suitable,some,satisfied,somewhat,average,C3_3_75_plus
CSE,S1,pct_90_plus,h_11_15,mostly_consistent,most,h_5_6,sometimes,h_1_5,exact,rarely,mostly_suitable,strong,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
CSE,S7,pct_75_89,lt_3h,exam_only,a_little,h_5_6,almost_always,h_1_5,close,almost_every_day,mostly_suitable,good,satisfied,mostly,unmanageable,C2_3_50_to_3_74
CSE,S4,pct_60_74,h_3_6,exam_only,most,h_6_7,rarely,h_6_10,exact,rarely,neutral,strong,satisfied,completely,mostly_manageable,C2_3_50_to_3_74
CSE,S5,pct_60_74,lt_3h,exam_only,about_half,h_5_6,often,none,somewhat_different,often,somewhat_distracting,some,neutral,slightly,unmanageable,C0_below_3_20
EEE,S5,pct_60_74,lt_3h,exam_only,about_half,h_7_8,rarely,h_11_15,not_at_all,almost_every_day,neutral,very_little,neutral,somewhat,difficult,C0_below_3_20
BME,S5,pct_60_74,h_7_10,regular_not_daily,about_half,h_6_7,sometimes,h_6_10,somewhat_different,sometimes,neutral,some,neutral,somewhat,average,C1_3_20_to_3_49
EEE,S3,pct_60_74,h_7_10,regular_not_daily,about_half,h_6_7,sometimes,h_6_10,somewhat_different,sometimes,neutral,some,neutral,somewhat,average,C1_3_20_to_3_49
CE,S5,pct_75_89,h_7_10,mostly_consistent,most,h_7_8,rarely,h_11_15,close,sometimes,somewhat_distracting,some,satisfied,mostly,average,C1_3_20_to_3_49
IEM,S2,pct_90_plus,lt_3h,occasional,about_half,lt_5h,never,none,somewhat_different,sometimes,mostly_suitable,good,satisfied,somewhat,mostly_manageable,C1_3_20_to_3_49
TE,S5,pct_75_89,h_7_10,regular_not_daily,about_half,h_5_6,often,h_6_10,not_at_all,sometimes,mostly_suitable,some,neutral,slightly,average,C1_3_20_to_3_49
EEE,S4,pct_90_plus,gt_15h,consistent_all_semester,almost_everything,h_7_8,rarely,none,exact,never,excellent,good,very_satisfied,completely,healthy_balanced,C3_3_75_plus
MTE,S3,pct_60_74,lt_3h,exam_only,almost_everything,h_6_7,sometimes,h_6_10,close,often,neutral,some,neutral,somewhat,average,C1_3_20_to_3_49
EEE,S3,pct_90_plus,h_3_6,exam_only,almost_nothing,h_5_6,often,none,mostly_different,almost_every_day,neutral,good,dissatisfied,slightly,unmanageable,C1_3_20_to_3_49
EEE,S3,pct_90_plus,lt_3h,regular_not_daily,almost_nothing,h_5_6,rarely,none,exact,almost_every_day,neutral,some,very_dissatisfied,mostly,average,C2_3_50_to_3_74
EEE,S3,pct_75_89,h_3_6,exam_only,about_half,h_5_6,sometimes,h_1_5,exact,almost_every_day,mostly_suitable,some,very_satisfied,slightly,average,C3_3_75_plus
EEE,S2,pct_60_74,lt_3h,occasional,a_little,h_5_6,sometimes,h_1_5,not_at_all,sometimes,somewhat_distracting,some,very_dissatisfied,not_at_all,difficult,C2_3_50_to_3_74
EEE,S3,pct_90_plus,gt_15h,occasional,almost_nothing,h_7_8,rarely,none,exact,almost_every_day,mostly_suitable,some,neutral,somewhat,average,C3_3_75_plus
EEE,S3,pct_90_plus,h_11_15,consistent_all_semester,most,h_5_6,rarely,h_6_10,close,sometimes,mostly_suitable,strong,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
EEE,S2,pct_90_plus,gt_15h,mostly_consistent,most,h_5_6,sometimes,h_11_15,exact,sometimes,neutral,some,satisfied,mostly,mostly_manageable,C3_3_75_plus
EEE,S3,pct_40_59,lt_3h,exam_only,almost_nothing,h_7_8,sometimes,none,exact,almost_every_day,mostly_suitable,good,dissatisfied,somewhat,unmanageable,C3_3_75_plus
EEE,S3,pct_75_89,h_11_15,exam_only,almost_nothing,h_6_7,almost_always,none,exact,almost_every_day,neutral,very_little,satisfied,slightly,difficult,C3_3_75_plus
ChE,S7,pct_90_plus,h_11_15,regular_not_daily,almost_everything,h_5_6,rarely,h_6_10,somewhat_different,rarely,mostly_suitable,good,neutral,mostly,average,C2_3_50_to_3_74
EEE,S3,pct_90_plus,h_3_6,regular_not_daily,about_half,h_6_7,rarely,?,exact,often,mostly_suitable,good,very_satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
EEE,S3,pct_90_plus,h_3_6,exam_only,about_half,h_6_7,rarely,none,exact,often,mostly_suitable,some,satisfied,somewhat,average,C2_3_50_to_3_74
EEE,S3,pct_90_plus,h_11_15,regular_not_daily,a_little,h_5_6,sometimes,none,exact,almost_every_day,excellent,good,satisfied,mostly,difficult,C3_3_75_plus
ChE,S7,pct_75_89,gt_15h,mostly_consistent,about_half,h_6_7,rarely,h_6_10,close,often,mostly_suitable,some,neutral,somewhat,mostly_manageable,C2_3_50_to_3_74
ME,S7,pct_90_plus,gt_15h,consistent_all_semester,about_half,h_5_6,rarely,h_6_10,exact,sometimes,neutral,good,satisfied,mostly,average,C2_3_50_to_3_74
CSE,S4,pct_40_59,lt_3h,exam_only,a_little,gt_8h,often,h_1_5,exact,often,neutral,some,satisfied,somewhat,difficult,C0_below_3_20
ME,S7,pct_90_plus,gt_15h,consistent_all_semester,most,h_6_7,rarely,h_6_10,exact,sometimes,mostly_suitable,some,satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
CSE,S7,pct_90_plus,h_7_10,exam_only,most,lt_5h,often,h_1_5,exact,almost_every_day,mostly_suitable,some,neutral,not_at_all,difficult,C0_below_3_20
ME,S7,pct_90_plus,h_11_15,occasional,a_little,h_6_7,rarely,h_6_10,exact,sometimes,mostly_suitable,good,neutral,slightly,average,C1_3_20_to_3_49
EEE,S3,pct_90_plus,lt_3h,exam_only,almost_nothing,h_6_7,almost_always,none,exact,almost_every_day,excellent,none,neutral,somewhat,unmanageable,C2_3_50_to_3_74
EEE,S3,pct_75_89,lt_3h,exam_only,almost_nothing,h_5_6,often,h_11_15,exact,often,somewhat_distracting,very_little,very_dissatisfied,not_at_all,difficult,C2_3_50_to_3_74
EEE,S3,pct_90_plus,gt_15h,regular_not_daily,a_little,gt_8h,sometimes,h_1_5,not_at_all,sometimes,neutral,none,dissatisfied,somewhat,mostly_manageable,C3_3_75_plus
IEM,S7,pct_75_89,h_3_6,exam_only,almost_nothing,h_5_6,sometimes,gt_15h,close,often,neutral,very_little,satisfied,somewhat,average,C2_3_50_to_3_74
IEM,S7,pct_75_89,h_3_6,exam_only,a_little,h_5_6,sometimes,h_1_5,close,rarely,somewhat_distracting,good,very_dissatisfied,somewhat,mostly_manageable,C1_3_20_to_3_49
IEM,S7,pct_90_plus,lt_3h,exam_only,almost_nothing,h_5_6,often,h_1_5,somewhat_different,almost_every_day,somewhat_distracting,good,neutral,slightly,difficult,C1_3_20_to_3_49
IEM,S4,pct_90_plus,h_3_6,occasional,a_little,h_5_6,rarely,none,close,sometimes,neutral,strong,satisfied,completely,average,C1_3_20_to_3_49
CSE,S5,pct_75_89,h_11_15,regular_not_daily,about_half,lt_5h,often,h_11_15,exact,sometimes,neutral,good,satisfied,mostly,average,C1_3_20_to_3_49
EEE,S5,pct_75_89,h_11_15,regular_not_daily,about_half,h_5_6,sometimes,h_6_10,exact,sometimes,neutral,good,satisfied,mostly,mostly_manageable,C1_3_20_to_3_49
CSE,S6,pct_60_74,h_3_6,occasional,a_little,lt_5h,often,h_1_5,close,often,neutral,some,neutral,somewhat,average,C0_below_3_20
ECE,S4,pct_90_plus,h_11_15,mostly_consistent,most,h_6_7,sometimes,h_6_10,exact,rarely,mostly_suitable,good,satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
MTE,S5,pct_90_plus,h_11_15,mostly_consistent,most,h_6_7,sometimes,h_6_10,close,sometimes,mostly_suitable,good,satisfied,mostly,mostly_manageable,C2_3_50_to_3_74
IEM,S7,pct_75_89,lt_3h,exam_only,almost_nothing,lt_5h,almost_always,h_1_5,mostly_different,sometimes,very_distracting,none,very_dissatisfied,not_at_all,difficult,C0_below_3_20
ESE,S6,pct_75_89,h_7_10,regular_not_daily,about_half,lt_5h,often,h_6_10,somewhat_different,often,neutral,good,satisfied,somewhat,average,C1_3_20_to_3_49
MTE,S7,pct_75_89,h_11_15,mostly_consistent,most,h_5_6,sometimes,h_6_10,close,sometimes,neutral,some,satisfied,somewhat,average,C1_3_20_to_3_49
ARCH,S4,pct_90_plus,gt_15h,mostly_consistent,most,h_7_8,sometimes,h_1_5,exact,sometimes,mostly_suitable,good,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
CSE,S4,pct_90_plus,h_7_10,occasional,a_little,h_5_6,often,h_1_5,exact,sometimes,neutral,good,dissatisfied,not_at_all,difficult,C0_below_3_20
CSE,S6,pct_75_89,h_7_10,regular_not_daily,about_half,h_6_7,sometimes,none,exact,sometimes,mostly_suitable,some,satisfied,somewhat,healthy_balanced,C1_3_20_to_3_49
CSE,S7,pct_75_89,h_7_10,mostly_consistent,most,h_5_6,sometimes,h_1_5,close,sometimes,neutral,some,satisfied,mostly,mostly_manageable,C1_3_20_to_3_49
EEE,S3,pct_90_plus,h_7_10,exam_only,most,h_5_6,never,none,exact,almost_every_day,neutral,strong,very_satisfied,mostly,difficult,C3_3_75_plus
CSE,S4,pct_40_59,lt_3h,exam_only,almost_nothing,h_5_6,almost_always,none,somewhat_different,almost_every_day,neutral,very_little,very_dissatisfied,not_at_all,difficult,C0_below_3_20
CSE,S3,pct_90_plus,gt_15h,consistent_all_semester,a_little,h_7_8,sometimes,none,exact,sometimes,excellent,strong,very_dissatisfied,not_at_all,healthy_balanced,C3_3_75_plus
EEE,S5,pct_75_89,h_7_10,regular_not_daily,about_half,h_6_7,sometimes,none,exact,sometimes,mostly_suitable,some,neutral,mostly,healthy_balanced,C1_3_20_to_3_49
ChE,S7,pct_75_89,h_7_10,occasional,about_half,h_7_8,often,h_1_5,exact,sometimes,mostly_suitable,good,very_satisfied,mostly,average,C1_3_20_to_3_49
EEE,S3,pct_90_plus,lt_3h,occasional,most,h_5_6,sometimes,none,close,often,somewhat_distracting,strong,satisfied,somewhat,average,C3_3_75_plus
EEE,S3,pct_90_plus,h_3_6,exam_only,almost_nothing,h_5_6,almost_always,none,exact,almost_every_day,neutral,strong,neutral,slightly,unmanageable,C2_3_50_to_3_74
BME,S7,pct_90_plus,h_7_10,regular_not_daily,about_half,h_6_7,sometimes,none,mostly_different,sometimes,mostly_suitable,some,satisfied,somewhat,mostly_manageable,C1_3_20_to_3_49
ESE,S7,pct_60_74,h_7_10,regular_not_daily,about_half,h_6_7,often,h_11_15,somewhat_different,sometimes,neutral,some,neutral,somewhat,average,C1_3_20_to_3_49
CSE,S4,pct_90_plus,h_3_6,occasional,about_half,h_5_6,often,h_1_5,exact,almost_every_day,neutral,some,satisfied,somewhat,difficult,C3_3_75_plus
